Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[12]     0.0    0.00    0.00       1         std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_fill_assign(unsigned long, std::vector<char, std::allocator<char> > const&) [12]
                0.00    0.00       1/20394021     std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::size() const [7]
                0.00    0.00       1/2           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::capacity() const [351]
                0.00    0.00       1/12          std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_get_Tp_allocator() [208]
                0.00    0.00       1/1           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::vector(unsigned long, std::vector<char, std::allocator<char> > const&, std::allocator<std::vector<char, std::allocator<char> > > const&) [446]
                0.00    0.00       1/1           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data&) [398]
                0.00    0.00       1/6           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~vector() [278]
-----------------------------------------------
                0.00    0.00       1/1           readGridFromFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [8]
[13]     0.0    0.00    0.00       1         std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::assign(unsigned long, std::vector<char, std::allocator<char> > const&) [13]
                0.00    0.00       1/1           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_fill_assign(unsigned long, std::vector<char, std::allocator<char> > const&) [12]
-----------------------------------------------
                0.00    0.00       1/1           GraphT::generateGraphT(int, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >) [11]
[14]     0.0    0.00    0.00       1         std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator=(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > const&) [14]
                0.00    0.00       1/20394021     std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::size() const [7]
                0.00    0.00       1/2           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::capacity() const [351]
                0.00    0.00       1/3           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::end() const [334]
                0.00    0.00       1/3           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::begin() const [335]
                0.00    0.00       1/1           std::vector<char, std::allocator<char> >* std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> > const*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > >(unsigned long, __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> > const*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> > const*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >) [444]
                0.00    0.00       1/12          std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_get_Tp_allocator() [208]
                0.00    0.00       1/7           void std::_Destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [263]
                0.00    0.00       1/7           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_deallocate(std::vector<char, std::allocator<char> >*, unsigned long) [259]
-----------------------------------------------
                0.00    0.00      16/13596064     std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [190]
                0.00    0.00      48/13596064     std::vector<char, std::allocator<char> >::_M_check_len(unsigned long, char const*) const [205]
                0.00    0.00 6798000/13596064     AntT::isAllowed(Position const&, Position const&) [2]
                0.00    0.00 6798000/13596064     std::vector<char, std::allocator<char> >::operator[](unsigned long) [19]
[18]     0.0    0.00    0.00 13596064         std::vector<char, std::allocator<char> >::size() const [18]
-----------------------------------------------
                0.00    0.00 6798000/6798000     AntT::isAllowed(Position const&, Position const&) [2]
[19]     0.0    0.00    0.00 6798000         std::vector<char, std::allocator<char> >::operator[](unsigned long) [19]
                0.00    0.00 6798000/13596064     std::vector<char, std::allocator<char> >::size() const [18]
-----------------------------------------------
                0.00    0.00       4/38863       std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [302]
                0.00    0.00      21/38863       GraphT::restartTdiValues() [375]
                0.00    0.00    9200/38863       AntT::nextPosition(Position const&) [4]
                0.00    0.00   29638/38863       std::vector<double, std::allocator<double> >::operator[](unsigned long) [21]
[20]     0.0    0.00    0.00   38863         std::vector<double, std::allocator<double> >::size() const [20]
-----------------------------------------------
                0.00    0.00      17/29638       GraphT::restartTdiValues() [375]
                0.00    0.00      20/29638       main [1]
                0.00    0.00     401/29638       GraphT::updateTdiValues(std::vector<Position, std::allocator<Position> > const&) [117]
                0.00    0.00   29200/29638       AntT::nextPosition(Position const&) [4]
[21]     0.0    0.00    0.00   29638         std::vector<double, std::allocator<double> >::operator[](unsigned long) [21]
                0.00    0.00   29638/38863       std::vector<double, std::allocator<double> >::size() const [20]
-----------------------------------------------
                0.00    0.00       4/18977       std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> > const&) [300]
                0.00    0.00      42/18977       main [1]
                0.00    0.00     400/18977       GraphT::updateTdiValues(std::vector<Position, std::allocator<Position> > const&) [117]
                0.00    0.00     400/18977       AntT::findSolution() [3]
                0.00    0.00     400/18977       std::vector<Position, std::allocator<Position> >::operator[](unsigned long) const [73]
                0.00    0.00    3400/18977       AntT::nextPosition(Position const&) [4]
                0.00    0.00    4248/18977       std::vector<Position, std::allocator<Position> >::_M_check_len(unsigned long, char const*) const [43]
                0.00    0.00   10083/18977       std::vector<Position, std::allocator<Position> >::operator[](unsigned long) [24]
[22]     0.0    0.00    0.00   18977         std::vector<Position, std::allocator<Position> >::size() const [22]
-----------------------------------------------
                0.00    0.00       1/10241       GraphT::generateGraphT(int, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >) [11]
                0.00    0.00      18/10241       GraphT::restartTdiValues() [375]
                0.00    0.00      22/10241       main [1]
                0.00    0.00     400/10241       AntT::findSolution() [3]
                0.00    0.00    9800/10241       AntT::nextPosition(Position const&) [4]
[23]     0.0    0.00    0.00   10241         Position::Position(int, int) [23]
-----------------------------------------------
                0.00    0.00       2/10083       GraphT::updateTdiValues(std::vector<Position, std::allocator<Position> > const&) [117]
                0.00    0.00      16/10083       GraphT::restartTdiValues() [375]
                0.00    0.00      65/10083       main [1]
                0.00    0.00    1000/10083       AntT::findSolution() [3]
                0.00    0.00    9000/10083       AntT::nextPosition(Position const&) [4]
[24]     0.0    0.00    0.00   10083         std::vector<Position, std::allocator<Position> >::operator[](unsigned long) [24]
                0.00    0.00   10083/18977       std::vector<Position, std::allocator<Position> >::size() const [22]
-----------------------------------------------
                0.00    0.00       4/6783        std::vector<char, std::allocator<char> >::push_back(char const&) [189]
                0.00    0.00       4/6783        void std::_Construct<double, double const&>(double*, double const&) [315]
                0.00    0.00       4/6783        void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [314]
                0.00    0.00       4/6783        void std::_Construct<Position, Position const&>(Position*, Position const&) [312]
                0.00    0.00       4/6783        void std::_Construct<std::vector<Position, std::allocator<Position> >, std::vector<Position, std::allocator<Position> > const&>(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> > const&) [313]
                0.00    0.00       6/6783        void std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_realloc_append<std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >&&) [276]
                0.00    0.00      10/6783        std::unique_ptr<AntT, std::default_delete<AntT> >& std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::emplace_back<std::unique_ptr<AntT, std::default_delete<AntT> > >(std::unique_ptr<AntT, std::default_delete<AntT> >&&) [246]
                0.00    0.00      12/6783        void std::vector<char, std::allocator<char> >::_M_realloc_append<char const&>(char const&) [212]
                0.00    0.00      14/6783        std::vector<Position, std::allocator<Position> >& std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::emplace_back<std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >&&) [176]
                0.00    0.00      16/6783        void std::_Construct<std::vector<char, std::allocator<char> >, std::vector<char, std::allocator<char> > const&>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > const&) [191]
                0.00    0.00      31/6783        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position>(Position&&) [163]
                0.00    0.00      31/6783        void std::__relocate_object_a<std::vector<Position, std::allocator<Position> >, std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&) [164]
                0.00    0.00     190/6783        Position& std::vector<Position, std::allocator<Position> >::emplace_back<Position>(Position&&) [89]
                0.00    0.00     201/6783        void std::_Construct<double>(double*) [111]
                0.00    0.00    1031/6783        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
                0.00    0.00    2190/6783        std::vector<Position, std::allocator<Position> >::push_back(Position const&) [29]
                0.00    0.00    3031/6783        void std::__relocate_object_a<Position, Position, std::allocator<Position> >(Position*, Position*, std::allocator<Position>&) [30]
[25]     0.0    0.00    0.00    6783         operator new(unsigned long, void*) [25]
-----------------------------------------------
                0.00    0.00       6/3445        GraphT::restartTdiValues() [375]
                0.00    0.00    3439/3445        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [27]
[26]     0.0    0.00    0.00    3445         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [26]
-----------------------------------------------
                0.00    0.00      38/3439        GraphT::restartTdiValues() [375]
                0.00    0.00     401/3439        GraphT::updateTdiValues(std::vector<Position, std::allocator<Position> > const&) [117]
                0.00    0.00    3000/3439        AntT::nextPosition(Position const&) [4]
[27]     0.0    0.00    0.00    3439         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [27]
                0.00    0.00    3439/3445        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [26]
-----------------------------------------------
                0.00    0.00       1/3422        GraphT::restartTdiValues() [375]
                0.00    0.00      21/3422        main [1]
                0.00    0.00     200/3422        GraphT::updateTdiValues(std::vector<Position, std::allocator<Position> > const&) [117]
                0.00    0.00     200/3422        AntT::findSolution() [3]
                0.00    0.00    3000/3422        AntT::nextPosition(Position const&) [4]
[28]     0.0    0.00    0.00    3422         GraphT::distance(Position const&, Position const&) [28]
-----------------------------------------------
                0.00    0.00      21/3221        main [1]
                0.00    0.00     200/3221        AntT::findSolution() [3]
                0.00    0.00    3000/3221        AntT::nextPosition(Position const&) [4]
[29]     0.0    0.00    0.00    3221         std::vector<Position, std::allocator<Position> >::push_back(Position const&) [29]
                0.00    0.00    2190/6783        operator new(unsigned long, void*) [25]
                0.00    0.00    1031/1031        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
-----------------------------------------------
                0.00    0.00    3031/3031        Position* std::__relocate_a_1<Position*, Position*, std::allocator<Position> >(Position*, Position*, Position*, std::allocator<Position>&) [49]
[30]     0.0    0.00    0.00    3031         void std::__relocate_object_a<Position, Position, std::allocator<Position> >(Position*, Position*, std::allocator<Position>&) [30]
                0.00    0.00    3031/6783        operator new(unsigned long, void*) [25]
-----------------------------------------------
                0.00    0.00    3000/3000        AntT::isAllowed(Position const&, Position const&) [2]
[31]     0.0    0.00    0.00    3000         double const& std::max<double>(double const&, double const&) [31]
-----------------------------------------------
                0.00    0.00       1/2847        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [447]
                0.00    0.00       1/2847        std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::_S_max_size(std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > const&) [455]
                0.00    0.00       1/2847        std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_S_max_size(std::allocator<std::vector<char, std::allocator<char> > > const&) [438]
                0.00    0.00      13/2847        std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_S_max_size(std::allocator<std::vector<Position, std::allocator<Position> > > const&) [198]
                0.00    0.00      24/2847        std::vector<char, std::allocator<char> >::_S_max_size(std::allocator<char> const&) [172]
                0.00    0.00     160/2847        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::rfind(char const*, unsigned long, unsigned long) const [132]
                0.00    0.00     202/2847        std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [106]
                0.00    0.00     320/2847        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [79]
                0.00    0.00    2125/2847        std::vector<Position, std::allocator<Position> >::_S_max_size(std::allocator<Position> const&) [34]
[32]     0.0    0.00    0.00    2847         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [32]
-----------------------------------------------
                0.00    0.00       4/2128        std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> > const&) [300]
                0.00    0.00    2124/2128        std::vector<Position, std::allocator<Position> >::max_size() const [35]
[33]     0.0    0.00    0.00    2128         std::_Vector_base<Position, std::allocator<Position> >::_M_get_Tp_allocator() const [33]
-----------------------------------------------
                0.00    0.00       1/2125        std::vector<Position, std::allocator<Position> >::_S_check_init_len(unsigned long, std::allocator<Position> const&) [429]
                0.00    0.00    2124/2125        std::vector<Position, std::allocator<Position> >::max_size() const [35]
[34]     0.0    0.00    0.00    2125         std::vector<Position, std::allocator<Position> >::_S_max_size(std::allocator<Position> const&) [34]
                0.00    0.00    2125/2847        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [32]
-----------------------------------------------
                0.00    0.00    2124/2124        std::vector<Position, std::allocator<Position> >::_M_check_len(unsigned long, char const*) const [43]
[35]     0.0    0.00    0.00    2124         std::vector<Position, std::allocator<Position> >::max_size() const [35]
                0.00    0.00    2124/2128        std::_Vector_base<Position, std::allocator<Position> >::_M_get_Tp_allocator() const [33]
                0.00    0.00    2124/2125        std::vector<Position, std::allocator<Position> >::_S_max_size(std::allocator<Position> const&) [34]
-----------------------------------------------
                0.00    0.00       1/1554        std::vector<Position, std::allocator<Position> >::_M_fill_initialize(unsigned long, Position const&) [430]
                0.00    0.00       4/1554        std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> > const&) [300]
                0.00    0.00      31/1554        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position>(Position&&) [163]
                0.00    0.00     200/1554        std::vector<Position, std::allocator<Position> >::_M_erase_at_end(Position*) [91]
                0.00    0.00     287/1554        std::vector<Position, std::allocator<Position> >::~vector() [83]
                0.00    0.00    1031/1554        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
[36]     0.0    0.00    0.00    1554         std::_Vector_base<Position, std::allocator<Position> >::_M_get_Tp_allocator() [36]
-----------------------------------------------
                0.00    0.00      31/1546        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position>(Position&&) [163]
                0.00    0.00     484/1546        std::vector<Position, std::allocator<Position> >::back() [69]
                0.00    0.00    1031/1546        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
[37]     0.0    0.00    0.00    1546         std::vector<Position, std::allocator<Position> >::end() [37]
-----------------------------------------------
                0.00    0.00       6/1280        std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_check_len(unsigned long, char const*) const [264]
                0.00    0.00      12/1280        std::vector<char, std::allocator<char> >::_M_check_len(unsigned long, char const*) const [205]
                0.00    0.00     200/1280        double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [129]
                0.00    0.00    1062/1280        std::vector<Position, std::allocator<Position> >::_M_check_len(unsigned long, char const*) const [43]
[38]     0.0    0.00    0.00    1280         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [38]
-----------------------------------------------
                0.00    0.00     287/1118        std::_Vector_base<Position, std::allocator<Position> >::~_Vector_base() [82]
                0.00    0.00     831/1118        std::vector<Position, std::allocator<Position> >::_Guard_alloc::~_Guard_alloc() [46]
[39]     0.0    0.00    0.00    1118         std::_Vector_base<Position, std::allocator<Position> >::_M_deallocate(Position*, unsigned long) [39]
                0.00    0.00    1067/1067        std::__new_allocator<Position>::deallocate(Position*, unsigned long) [41]
-----------------------------------------------
                0.00    0.00       5/1067        std::_Vector_base<Position, std::allocator<Position> >::_M_create_storage(unsigned long) [283]
                0.00    0.00      31/1067        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position>(Position&&) [163]
                0.00    0.00    1031/1067        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
[40]     0.0    0.00    0.00    1067         std::_Vector_base<Position, std::allocator<Position> >::_M_allocate(unsigned long) [40]
                0.00    0.00    1067/1067        std::__new_allocator<Position>::allocate(unsigned long, void const*) [42]
-----------------------------------------------
                0.00    0.00    1067/1067        std::_Vector_base<Position, std::allocator<Position> >::_M_deallocate(Position*, unsigned long) [39]
[41]     0.0    0.00    0.00    1067         std::__new_allocator<Position>::deallocate(Position*, unsigned long) [41]
-----------------------------------------------
                0.00    0.00    1067/1067        std::_Vector_base<Position, std::allocator<Position> >::_M_allocate(unsigned long) [40]
[42]     0.0    0.00    0.00    1067         std::__new_allocator<Position>::allocate(unsigned long, void const*) [42]
-----------------------------------------------
                0.00    0.00      31/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position>(Position&&) [163]
                0.00    0.00    1031/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
[43]     0.0    0.00    0.00    1062         std::vector<Position, std::allocator<Position> >::_M_check_len(unsigned long, char const*) const [43]
                0.00    0.00    4248/18977       std::vector<Position, std::allocator<Position> >::size() const [22]
                0.00    0.00    2124/2124        std::vector<Position, std::allocator<Position> >::max_size() const [35]
                0.00    0.00    1062/1280        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [38]
-----------------------------------------------
                0.00    0.00      31/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position>(Position&&) [163]
                0.00    0.00    1031/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
[44]     0.0    0.00    0.00    1062         std::vector<Position, std::allocator<Position> >::_S_relocate(Position*, Position*, Position*, std::allocator<Position>&) [44]
                0.00    0.00    1062/1062        Position* std::__relocate_a<Position*, Position*, std::allocator<Position> >(Position*, Position*, Position*, std::allocator<Position>&) [48]
-----------------------------------------------
                0.00    0.00      31/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position>(Position&&) [163]
                0.00    0.00    1031/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
[45]     0.0    0.00    0.00    1062         std::vector<Position, std::allocator<Position> >::_Guard_alloc::_Guard_alloc(Position*, unsigned long, std::_Vector_base<Position, std::allocator<Position> >&) [45]
-----------------------------------------------
                0.00    0.00      31/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position>(Position&&) [163]
                0.00    0.00    1031/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
[46]     0.0    0.00    0.00    1062         std::vector<Position, std::allocator<Position> >::_Guard_alloc::~_Guard_alloc() [46]
                0.00    0.00     831/1118        std::_Vector_base<Position, std::allocator<Position> >::_M_deallocate(Position*, unsigned long) [39]
-----------------------------------------------
                0.00    0.00      31/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position>(Position&&) [163]
                0.00    0.00    1031/1062        void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
[47]     0.0    0.00    0.00    1062         std::vector<Position, std::allocator<Position> >::begin() [47]
-----------------------------------------------
                0.00    0.00    1062/1062        std::vector<Position, std::allocator<Position> >::_S_relocate(Position*, Position*, Position*, std::allocator<Position>&) [44]
[48]     0.0    0.00    0.00    1062         Position* std::__relocate_a<Position*, Position*, std::allocator<Position> >(Position*, Position*, Position*, std::allocator<Position>&) [48]
                0.00    0.00    1062/1062        Position* std::__relocate_a_1<Position*, Position*, std::allocator<Position> >(Position*, Position*, Position*, std::allocator<Position>&) [49]
-----------------------------------------------
                0.00    0.00    1062/1062        Position* std::__relocate_a<Position*, Position*, std::allocator<Position> >(Position*, Position*, Position*, std::allocator<Position>&) [48]
[49]     0.0    0.00    0.00    1062         Position* std::__relocate_a_1<Position*, Position*, std::allocator<Position> >(Position*, Position*, Position*, std::allocator<Position>&) [49]
                0.00    0.00    3031/3031        void std::__relocate_object_a<Position, Position, std::allocator<Position> >(Position*, Position*, std::allocator<Position>&) [30]
-----------------------------------------------
                0.00    0.00    1031/1031        std::vector<Position, std::allocator<Position> >::push_back(Position const&) [29]
[50]     0.0    0.00    0.00    1031         void std::vector<Position, std::allocator<Position> >::_M_realloc_append<Position const&>(Position const&) [50]
                0.00    0.00    1031/1062        std::vector<Position, std::allocator<Position> >::_M_check_len(unsigned long, char const*) const [43]
                0.00    0.00    1031/1062        std::vector<Position, std::allocator<Position> >::begin() [47]
                0.00    0.00    1031/1546        std::vector<Position, std::allocator<Position> >::end() [37]
                0.00    0.00    1031/1067        std::_Vector_base<Position, std::allocator<Position> >::_M_allocate(unsigned long) [40]
                0.00    0.00    1031/1062        std::vector<Position, std::allocator<Position> >::_Guard_alloc::_Guard_alloc(Position*, unsigned long, std::_Vector_base<Position, std::allocator<Position> >&) [45]
                0.00    0.00    1031/6783        operator new(unsigned long, void*) [25]
                0.00    0.00    1031/1554        std::_Vector_base<Position, std::allocator<Position> >::_M_get_Tp_allocator() [36]
                0.00    0.00    1031/1062        std::vector<Position, std::allocator<Position> >::_S_relocate(Position*, Position*, Position*, std::allocator<Position>&) [44]
                0.00    0.00    1031/1062        std::vector<Position, std::allocator<Position> >::_Guard_alloc::~_Guard_alloc() [46]
-----------------------------------------------
                0.00    0.00       4/688         std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> > const&) [300]
                0.00    0.00     684/688         std::vector<Position, std::allocator<Position> >::empty() const [53]
[51]     0.0    0.00    0.00     688         std::vector<Position, std::allocator<Position> >::end() const [51]
-----------------------------------------------
                0.00    0.00       4/688         std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> > const&) [300]
                0.00    0.00     684/688         std::vector<Position, std::allocator<Position> >::empty() const [53]
[52]     0.0    0.00    0.00     688         std::vector<Position, std::allocator<Position> >::begin() const [52]
-----------------------------------------------
                0.00    0.00     200/684         AntT::nextPosition(Position const&) [4]
                0.00    0.00     484/684         std::vector<Position, std::allocator<Position> >::back() [69]
[53]     0.0    0.00    0.00     684         std::vector<Position, std::allocator<Position> >::empty() const [53]
                0.00    0.00     684/688         std::vector<Position, std::allocator<Position> >::end() const [51]
                0.00    0.00     684/688         std::vector<Position, std::allocator<Position> >::begin() const [52]
-----------------------------------------------
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [55]
[54]     0.0    0.00    0.00     624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [54]
-----------------------------------------------
                0.00    0.00     624/624         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [427]
[55]     0.0    0.00    0.00     624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [55]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [54]
-----------------------------------------------
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [57]
[56]     0.0    0.00    0.00     623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [56]
-----------------------------------------------
                0.00    0.00     623/623         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [427]
[57]     0.0    0.00    0.00     623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [57]
                0.00    0.00     623/623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [56]
-----------------------------------------------
                0.00    0.00       1/614         main [1]
                0.00    0.00       1/614         GraphT::generateGraphT(int, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >) [11]
                0.00    0.00       4/614         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [302]
                0.00    0.00     200/614         AntT::nextPosition(Position const&) [4]
                0.00    0.00     202/614         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [107]
                0.00    0.00     206/614         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [95]
[58]     0.0    0.00    0.00     614         std::__new_allocator<double>::~__new_allocator() [58]
-----------------------------------------------
                0.00    0.00       1/601         std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::reserve(unsigned long) [457]
                0.00    0.00     600/601         std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::operator[](unsigned long) [65]
