Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      7.77     0.00       40     0.00     0.00  std::tuple_element<0ul, std::tuple<AntT*, std::default_delete<AntT> > >::type& std::get<0ul, AntT*, std::default_delete<AntT> >(std::tuple<AntT*, std::default_delete<AntT> >&)
  0.00      7.77     0.00       38     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand()
  0.00      7.77     0.00       30     0.00     0.00  void std::_Destroy<std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >*)
  0.00      7.77     0.00       25     0.00     0.00  std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl(std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl&&)
  0.00      7.77     0.00       25     0.00     0.00  std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data&&)
  0.00      7.77     0.00       25     0.00     0.00  std::_Vector_base<Position, std::allocator<Position> >::_Vector_base(std::_Vector_base<Position, std::allocator<Position> >&&)
  0.00      7.77     0.00       25     0.00     0.00  std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> >&&)
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl(std::allocator<Position> const&)
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<Position, std::allocator<Position> >::_M_create_storage(unsigned long)
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<Position, std::allocator<Position> >::_Vector_base(unsigned long, std::allocator<Position> const&)
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long)
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&)
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl()
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long)
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long)
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_Vector_impl_data::_Vector_impl_data()
  0.00      7.77     0.00       21     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&)
