Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    1.05       1/1           std::vector<bool, std::allocator<bool> >* std::__do_uninit_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [20]
-----------------------------------------------
                0.00    1.05       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_initialize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [19]
[22]     5.8    0.00    1.05       1         std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n_a<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > >&) [22]
                0.00    1.05       1/1           std::vector<bool, std::allocator<bool> >* std::uninitialized_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [21]
-----------------------------------------------
                0.67    0.36 1328440425/1328440425     std::vector<bool, std::allocator<bool> >::end() const [8]
[23]     5.7    0.67    0.36 1328440425         std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [23]
                0.36    0.00 1328440425/2656881015     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [27]
-----------------------------------------------
                0.00    0.81      20/20          std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [17]
[24]     4.5    0.00    0.81      20         std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [24]
                0.00    0.81      20/20          std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [26]
                0.00    0.00      20/1328440445     std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [15]
                0.00    0.00      20/61          std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [94]
                0.00    0.00      20/20          unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [243]
-----------------------------------------------
                0.00    0.81      20/20          std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [26]
[25]     4.5    0.00    0.81      20         std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [25]
                0.45    0.00     400/497         std::_Bit_reference::operator=(bool) [28]
                0.36    0.00     420/420         std::operator!=(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [32]
                0.00    0.00     400/400         std::_Bit_const_iterator::operator*() const [84]
                0.00    0.00     400/400         std::_Bit_iterator::operator*() const [85]
                0.00    0.00     400/400         std::_Bit_const_iterator::operator++() [192]
                0.00    0.00     400/400         std::_Bit_iterator::operator++() [191]
-----------------------------------------------
                0.00    0.81      20/20          std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [24]
[26]     4.5    0.00    0.81      20         std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [26]
                0.00    0.81      20/20          std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [25]
                0.00    0.00      40/40          std::_Bit_const_iterator std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [210]
-----------------------------------------------
                0.00    0.00      61/2656881015     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [94]
                0.00    0.00      84/2656881015     std::_Bit_iterator::_Bit_iterator() [92]
                0.36    0.00 1328440425/2656881015     std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [23]
                0.36    0.00 1328440445/2656881015     std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [15]
[27]     3.9    0.71    0.00 2656881015         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [27]
-----------------------------------------------
                0.11    0.00      97/497         GraphT::generateGraphT(int) [12]
                0.45    0.00     400/497         std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [25]
[28]     3.1    0.56    0.00     497         std::_Bit_reference::operator=(bool) [28]
-----------------------------------------------
                0.02    0.03      10/110         AntT::AntT(GraphT*, int, double, double) [45]
                0.20    0.26     100/110         AntT::restartPath() [30]
[29]     2.8    0.22    0.29     110         std::vector<Position, std::allocator<Position> >::clear() [29]
                0.29    0.00     110/110         std::vector<Position, std::allocator<Position> >::_M_erase_at_end(Position*) [34]
-----------------------------------------------
                0.00    0.46     100/100         main [1]
[30]     2.6    0.00    0.46     100         AntT::restartPath() [30]
                0.20    0.26     100/110         std::vector<Position, std::allocator<Position> >::clear() [29]
-----------------------------------------------
                0.00    0.00     400/664210339     std::_Bit_iterator::operator*() const [85]
                0.00    0.00     400/664210339     std::_Bit_const_iterator::operator*() const [84]
                0.46    0.00 664209539/664210339     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [6]
[31]     2.5    0.46    0.00 664210339         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [31]
-----------------------------------------------
                0.36    0.00     420/420         std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [25]
[32]     2.0    0.36    0.00     420         std::operator!=(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [32]
                0.00    0.00     420/420         std::operator==(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [190]
-----------------------------------------------
                0.00    0.00     400/664209842     std::_Bit_const_iterator::operator*() const [84]
                0.35    0.00 664209442/664209842     AntT::isAllowed(Position const&, Position const&) [4]
[33]     1.9    0.35    0.00 664209842         std::_Bit_reference::operator bool() const [33]
-----------------------------------------------
                0.29    0.00     110/110         std::vector<Position, std::allocator<Position> >::clear() [29]
[34]     1.6    0.29    0.00     110         std::vector<Position, std::allocator<Position> >::_M_erase_at_end(Position*) [34]
                0.00    0.00     100/79797       std::_Vector_base<Position, std::allocator<Position> >::_M_get_Tp_allocator() [119]
                0.00    0.00     100/11436       void std::_Destroy<Position*>(Position*, Position*) [143]
-----------------------------------------------
                0.00    0.01       1/21          std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [50]
                0.00    0.24      20/21          std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [17]
[35]     1.4    0.00    0.25      21         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [35]
                0.25    0.00      21/21          std::operator+(std::_Bit_iterator const&, long) [36]
                0.00    0.00      21/61          std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [94]
                0.00    0.00      21/21          std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [223]
                0.00    0.00      21/42          std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [204]
-----------------------------------------------
                0.25    0.00      21/21          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [35]
[36]     1.4    0.25    0.00      21         std::operator+(std::_Bit_iterator const&, long) [36]
                0.00    0.00      21/21          std::_Bit_iterator::operator+=(long) [222]
-----------------------------------------------
